UNIQUE_ID,LATITUDE,LONGITUDE,SOUNDING_M,STATE_NAME,QUAD_NAME,GEN_LOC_NM,SPECFC_LOC,AREA_CODE,SAMP_DATE1,TO_SMP_DT2,DPTH_N_COR,DPTH_CODE,COR_GRB_CD,site,PCB_52_NGG,PCB101_NGG,PCB118_NGG,PCB128_NGG,PCB138_NGG,PCB153_NGG,PCB180_NGG,PCB206_NGG,PCB209_NGG,DDT_4_4_C,DDT_2_4_C,DDE_4_4_C,DDD_4_4_C,ENDRIN_C,ENDR_ALD_C,ALDRIN_C,DIELDRN_C,CLRDNE_T_C,MIREX_C,METHOXYCLC,BHC_A_C,BHC_B_C,BHC_D_C,LINDANE_C
US00013,42.3411111111111,-71.0138888888889,NA,MA,NA,BOSTON INNER HARBOR,BIH,1,NA,NA,NA,Unknown,Grab,BIH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00014,42.3416666666667,-71.0244444444444,NA,MA,NA,BOSTON INNER HARBOR,BIH,1,NA,NA,NA,Unknown,Grab,BIH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00015-1,42.3419444444444,-71.0286111111111,NA,MA,NA,BOSTON INNER HARBOR,BIH,1,10/17/1972,NA,0,Surface,Grab,BIH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00015-2,42.3419444444444,-71.0286111111111,NA,MA,NA,BOSTON INNER HARBOR,BIH,1,10/17/1972,NA,0,Surface,Grab,BIH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00015-3,42.3419444444444,-71.0286111111111,NA,MA,NA,BOSTON INNER HARBOR,BIH,1,10/17/1972,NA,0,Surface,Grab,BIH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00016,42.3416666666667,-71.0311111111111,NA,MA,NA,BOSTON INNER HARBOR,BIH,1,NA,NA,NA,Unknown,Grab,BIH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00017,42.3416666666667,-71.0311111111111,NA,MA,NA,BOSTON INNER HARBOR,BIH,1,NA,NA,NA,Unknown,Grab,BIH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00018,42.3416666666667,-71.0311111111111,NA,MA,NA,BOSTON INNER HARBOR,BIH,1,NA,NA,NA,Unknown,Grab,BIH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00019,42.2786111111111,-71.0130555555556,NA,MA,NA,CENTRAL BOSTON HARBOR,QUB,3,12/10/1974,NA,NA,Unknown,Grab,QUB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00020,42.2805555555556,-71.0133333333333,NA,MA,NA,CENTRAL BOSTON HARBOR,QUB,3,12/10/1974,NA,NA,Unknown,Grab,QUB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00021,42.4283333333333,-70.5666666667,NA,MA,NA,MASS BAYS,MBDS,5,NA,NA,NA,Surface,Grab,MBDS,1.6,3.5,2.3,1.1,3,3.6,1.2,0.5,1,0.43,0.42,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
US00022,42.4283333333333,-70.5666666667,NA,MA,NA,MASS BAYS,MBDS,5,NA,NA,NA,Surface,Grab,MBDS,2,3.9,2.6,0.9,4.2,4.4,1.7,0.7,1.5,1,0.35,NA,NA,NA,NA,NA,NA,6e-4,NA,NA,NA,NA,NA,NA
US00023,42.4283333333333,-70.5666666667,NA,MA,NA,MASS BAYS,MBDS,5,NA,NA,NA,Surface,Grab,MBDS,2.2,2.2,2.2,1.1,3.4,3.8,1.9,0.6,1,5.5,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
US00024,42.4283333333333,-70.5666666667,NA,MA,NA,MASS BAYS,MBDS,5,NA,NA,NA,Surface,Grab,MBDS,1.7,5.6,3.2,0.8,3.7,5,1.8,0.1,1.5,0.79,0.71,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
US00025,42.4283333333333,-70.5666666667,NA,MA,NA,MASS BAYS,MBDS,5,NA,NA,NA,Surface,Grab,MBDS,1.4,3.8,2.8,0.8,4.3,4.4,1.5,0.9,1.1,16,0.47,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
US00026,42.4283333333333,-70.5666666667,NA,MA,NA,MASS BAYS,MBDS,5,NA,NA,NA,Surface,Grab,MBDS,2,3.6,3,0.8,4.5,4.4,1.2,0.8,1.5,0.73,0.34,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
US00027,42.4283333333333,-70.5666666667,NA,MA,NA,MASS BAYS,MBDS,5,NA,NA,NA,Surface,Grab,MBDS,1.1,2.7,1.9,1,2.7,2.2,1.1,0.7,1.6,0,0.43,NA,NA,NA,NA,NA,NA,7.6e-4,NA,NA,NA,NA,NA,NA
US00028,42.4283333333333,-70.5666666667,NA,MA,NA,MASS BAYS,MBDS,5,NA,NA,NA,Surface,Grab,MBDS,0.8,4.1,1.4,0.7,2.2,2.7,0.9,0.6,0.7,1.4,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
US00029,42.4283333333333,-70.5666666667,NA,MA,NA,MASS BAYS,MBDS,5,NA,NA,NA,Surface,Grab,MBDS,1.1,4,1.7,0.9,3.4,4.2,1.5,0.8,1.4,0.43,0,NA,NA,NA,NA,NA,NA,6.8e-4,NA,NA,NA,NA,NA,NA
US00030,42.4283333333333,-70.5666666667,NA,MA,NA,MASS BAYS,MBDS,5,NA,NA,NA,Surface,Grab,MBDS,1.7,5,2.4,0.8,3.2,4.2,1.3,0.7,1.2,2.3,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
US00031,42.4283333333333,-70.5666666667,NA,MA,NA,MASS BAYS,MBDS,5,NA,NA,NA,Surface,Grab,MBDS,1.5,5.4,2,1.1,2.8,3.2,0.8,0.6,1,0.78,0,NA,NA,NA,NA,NA,NA,8.1e-4,NA,NA,NA,NA,NA,NA
US00032,42.4283333333333,-70.5666666667,NA,MA,NA,MASS BAYS,MBDS,5,NA,NA,NA,Surface,Grab,MBDS,1.6,2.6,2.5,0.8,2.7,2.8,1.2,0.8,1.4,1,0.66,NA,NA,NA,NA,NA,NA,5.2e-4,NA,NA,NA,NA,NA,NA
US00033,42.4283333333333,-70.5666666667,NA,MA,NA,MASS BAYS,MBDS,5,NA,NA,NA,Surface,Grab,MBDS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00034,42.4283333333333,-70.5666666667,NA,MA,NA,MASS BAYS,MBDS,5,NA,NA,NA,Surface,Grab,MBDS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00035,42.4283333333333,-70.5666666667,NA,MA,NA,MASS BAYS,MBDS,5,NA,NA,NA,Surface,Grab,MBDS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00036,42.4283333333333,-70.5666666667,NA,MA,NA,MASS BAYS,MBDS,5,NA,NA,NA,Surface,Grab,MBDS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00037,42.4283333333333,-70.5666666667,NA,MA,NA,MASS BAYS,MBDS,5,NA,NA,NA,Surface,Grab,MBDS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00038,42.4283333333333,-70.5666666667,NA,MA,NA,MASS BAYS,MBDS,5,NA,NA,NA,Surface,Grab,MBDS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00039,42.4283333333333,-70.5666666667,NA,MA,NA,MASS BAYS,MBDS,5,NA,NA,NA,Surface,Grab,MBDS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00040,42.4283333333333,-70.5666666667,NA,MA,NA,MASS BAYS,MBDS,5,NA,NA,NA,Surface,Grab,MBDS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00041,42.4283333333333,-70.5666666667,NA,MA,NA,MASS BAYS,MBDS,5,NA,NA,NA,Surface,Grab,MBDS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00042,42.4283333333333,-70.5666666667,NA,MA,NA,MASS BAYS,MBDS,5,NA,NA,NA,Surface,Grab,MBDS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00043,42.4283333333333,-70.5666666667,NA,MA,NA,MASS BAYS,MBDS,5,NA,NA,NA,Surface,Grab,MBDS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00044,42.4283333333333,-70.5666666667,NA,MA,NA,MASS BAYS,MBDS,5,NA,NA,NA,Surface,Grab,MBDS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00045,42.44222222222222,-70.96986111111111,NA,MA,Lynn,MASS BAYS,Point of Pines,5,NA,NA,152.40000000000001,Depth,Grab,Point of Pines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00046,42.44277777777778,-70.96930555555555,NA,MA,Lynn,MASS BAYS,Point of Pines,5,NA,NA,91.439999999999998,Depth,Grab,Point of Pines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00047,42.44194444444444,-70.96888888888888,NA,MA,Lynn,MASS BAYS,Point of Pines,5,NA,NA,152.40000000000001,Depth,Grab,Point of Pines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00048,42.44211111111111,-70.96944444444445,NA,MA,Lynn,MASS BAYS,Point of Pines,5,NA,NA,152.40000000000001,Depth,Grab,Point of Pines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00049,42.442361111111104,-70.96766666666667,NA,MA,Lynn,MASS BAYS,Point of Pines,5,NA,NA,91.439999999999998,Depth,Grab,Point of Pines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00050,42.3425,-71.03194444444445,NA,MA,Boston,BOSTON INNER HARBOR,"Reserve Channel, Main Shipping Channel, Boston Harbor to the Western shore of Deer Island",1,NA,NA,NA,Unknown,Grab,"Reserve Channel, Main Shipping Channel, Boston Harbor to the Western shore of Deer Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00051,42.3425,-71.02680555555555,NA,MA,Boston,BOSTON INNER HARBOR,"Reserve Channel, Main Shipping Channel, Boston Harbor to the Western shore of Deer Island",1,NA,NA,NA,Depth,Grab,"Reserve Channel, Main Shipping Channel, Boston Harbor to the Western shore of Deer Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00052,42.3425,-71.02055555555556,NA,MA,Boston,BOSTON INNER HARBOR,"Reserve Channel, Main Shipping Channel, Boston Harbor to the Western shore of Deer Island",1,NA,NA,NA,Depth,Grab,"Reserve Channel, Main Shipping Channel, Boston Harbor to the Western shore of Deer Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00053,42.34305555555556,-71.03055555555555,NA,MA,Boston,BOSTON INNER HARBOR,"Reserve Channel, Main Shipping Channel, Boston Harbor to the Western shore of Deer Island",1,NA,NA,NA,Depth,Grab,"Reserve Channel, Main Shipping Channel, Boston Harbor to the Western shore of Deer Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00054,42.344722222222224,-71.02055555555556,NA,MA,Boston,BOSTON INNER HARBOR,"Reserve Channel, Main Shipping Channel, Boston Harbor to the Western shore of Deer Island",1,NA,NA,NA,Depth,Grab,"Reserve Channel, Main Shipping Channel, Boston Harbor to the Western shore of Deer Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00055,42.34583333333333,-70.99833333333333,NA,MA,Boston,NORTHWEST BOSTON HARBOR,"Reserve Channel, Main Shipping Channel, Boston Harbor to the Western shore of Deer Island",2,NA,NA,NA,Depth,Grab,"Reserve Channel, Main Shipping Channel, Boston Harbor to the Western shore of Deer Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00056,42.34736111111111,-70.98972222222223,NA,MA,Boston,NORTHWEST BOSTON HARBOR,"Reserve Channel, Main Shipping Channel, Boston Harbor to the Western shore of Deer Island",2,NA,NA,NA,Depth,Grab,"Reserve Channel, Main Shipping Channel, Boston Harbor to the Western shore of Deer Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00057,42.34905555555556,-70.98013888888889,NA,MA,Boston,NORTHWEST BOSTON HARBOR,"Reserve Channel, Main Shipping Channel, Boston Harbor to the Western shore of Deer Island",2,NA,NA,NA,Depth,Grab,"Reserve Channel, Main Shipping Channel, Boston Harbor to the Western shore of Deer Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00058,42.33361111111111,-70.97333333333333,NA,MA,Boston,NORTHWEST BOSTON HARBOR,"Reserve Channel, Main Shipping Channel, Boston Harbor to the Western shore of Deer Island",2,NA,NA,NA,Depth,Grab,"Reserve Channel, Main Shipping Channel, Boston Harbor to the Western shore of Deer Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00059,42.334583333333335,-70.96708333333333,NA,MA,Boston,NORTHWEST BOSTON HARBOR,"Reserve Channel, Main Shipping Channel, Boston Harbor to the Western shore of Deer Island",2,NA,NA,NA,Depth,Grab,"Reserve Channel, Main Shipping Channel, Boston Harbor to the Western shore of Deer Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00060,42.35861111111111,-71.0373611111111,NA,MA,Boston,BOSTON INNER HARBOR,"Reserve Channel, Main Shipping Channel, Boston Harbor to the Western shore of Deer Island",1,NA,NA,NA,Depth,Grab,"Reserve Channel, Main Shipping Channel, Boston Harbor to the Western shore of Deer Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00061,42.35875,-71.03652777777778,NA,MA,Boston,BOSTON INNER HARBOR,"Reserve Channel, Main Shipping Channel, Boston Harbor to the Western shore of Deer Island",1,NA,NA,NA,Depth,Grab,"Reserve Channel, Main Shipping Channel, Boston Harbor to the Western shore of Deer Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00062,42.3,-71.0366666666667,NA,MA,BOST,NORTHWEST BOSTON HARBOR,DORCHESTER BAY,2,10/26/1983,NA,NA,Unknown,Grab,DORCHESTER BAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00063,42.3508333333333,-70.9833333333333,NA,MA,BOST,NORTHWEST BOSTON HARBOR,CRYSTAL COVE MARINA,2,4/17/1985,NA,NA,Unknown,Grab,CRYSTAL COVE MARINA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00064,42.3508333333333,-70.9833333333333,NA,MA,BOST,NORTHWEST BOSTON HARBOR,CRYSTAL COVE MARINA,2,4/17/1985,NA,NA,Unknown,Grab,CRYSTAL COVE MARINA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00066,42.0541666666667,-70.6333333333333,NA,MA,DUXB,CAPE COD BAY,GREEN HARBOR,7,1/1/1984,NA,NA,Depth,Core,GREEN HARBOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00067,42.0541666666667,-70.6333333333333,NA,MA,DUXB,CAPE COD BAY,GREEN HARBOR,7,1/1/1984,NA,NA,Surface,Core,GREEN HARBOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00068,42.0541666666667,-70.6333333333333,NA,MA,DUXB,CAPE COD BAY,GREEN HARBOR,7,1/1/1984,NA,NA,Depth,Core,GREEN HARBOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00069,42.0541666666667,-70.6333333333333,NA,MA,DUXB,CAPE COD BAY,GREEN HARBOR,7,1/1/1984,NA,NA,Surface,Core,GREEN HARBOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00070,42.0541666666667,-70.6333333333333,NA,MA,DUXB,CAPE COD BAY,GREEN HARBOR,7,1/1/1984,NA,NA,Depth,Core,GREEN HARBOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00071,42.0541666666667,-70.6333333333333,NA,MA,DUXB,CAPE COD BAY,GREEN HARBOR,7,1/1/1984,NA,NA,Surface,Core,GREEN HARBOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00072,42.0541666666667,-70.6333333333333,NA,MA,DUXB,CAPE COD BAY,GREEN HARBOR,7,1/1/1984,NA,NA,Depth,Core,GREEN HARBOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00073,42.0541666666667,-70.6333333333333,NA,MA,DUXB,CAPE COD BAY,GREEN HARBOR,7,1/1/1984,NA,NA,Surface,Core,GREEN HARBOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00074,42.0541666666667,-70.6333333333333,NA,MA,DUXB,CAPE COD BAY,GREEN HARBOR,7,1/1/1984,NA,NA,Depth,Core,GREEN HARBOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00075,42.0541666666667,-70.6333333333333,NA,MA,DUXB,CAPE COD BAY,GREEN HARBOR,7,1/1/1984,NA,NA,Unknown,Grab,GREEN HARBOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00076,42.0541666666667,-70.6333333333333,NA,MA,DUXB,CAPE COD BAY,GREEN HARBOR,7,1/1/1984,NA,NA,Unknown,Grab,GREEN HARBOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00077,42.0541666666667,-70.6333333333333,NA,MA,DUXB,CAPE COD BAY,GREEN HARBOR,7,1/1/1984,NA,NA,Unknown,Grab,GREEN HARBOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00078,42.0541666666667,-70.6333333333333,NA,MA,DUXB,CAPE COD BAY,GREEN HARBOR,7,1/1/1984,NA,NA,Unknown,Grab,GREEN HARBOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00079,42.0541666666667,-70.6333333333333,NA,MA,DUXB,CAPE COD BAY,GREEN HARBOR,7,1/1/1984,NA,NA,Unknown,Grab,GREEN HARBOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00083,42.5403333333333,-70.8763333333333,NA,MA,SALE,MASS BAYS,BASS RIVER,5,10/21/1986,NA,NA,Unknown,Grab,BASS RIVER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00084,42.5403333333333,-70.8763333333333,NA,MA,SALE,MASS BAYS,BASS RIVER,5,10/21/1986,NA,NA,Unknown,Grab,BASS RIVER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00085,42.5403333333333,-70.8763333333333,NA,MA,SALE,MASS BAYS,BASS RIVER,5,10/21/1986,NA,NA,Unknown,Grab,BASS RIVER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US00089,42.25,-70.8716666666667,NA,MA,WEYM,SOUTHEAST BOSTON HARBOR,HINGAM HARBOR,4,4/19/1985,NA,NA,Unknown,Grab,HINGAM HARBOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
